RCN;CODE;Title;ShortTitle;language
664417;H2020-EU.3.5.4.;Grundlagen für den Übergang zu einer umweltfreundlichen Wirtschaft und Gesellschaft durch Öko-Innovation;A green economy and society through eco-innovation;de
664417;H2020-EU.3.5.4.;"Posibilitar la transición hacia una economía y una sociedad ""verdes"" a través de la ecoinnovación";A green economy and society through eco-innovation;es
664417;H2020-EU.3.5.4.;Garantir la transition vers une économie et une société «vertes» grâce à l'éco-innovation;A green economy and society through eco-innovation;fr
664417;H2020-EU.3.5.4.;Agevolare la transizione verso un'economia e una società verdi per mezzo dell'ecoinnovazione;A green economy and society through eco-innovation;it
664417;H2020-EU.3.5.4.;Umożliwienie ekologizacji gospodarki i społeczeństwa poprzez ekoinnowacje;;pl
664419;H2020-EU.3.5.4.1.;Strengthen  eco-innovative technologies, processes, services and products including exploring ways to reduce the quantities of raw materials in production and consumption, and overcoming barriers in this context and boost their market uptake;;en
664421;H2020-EU.3.5.4.2.;Support innovative policies and societal changes;;en
664423;H2020-EU.3.5.4.3.;Measure and assess progress towards a green economy;;en
664425;H2020-EU.3.5.4.4.;Foster resource efficiency through digital systems;;en
664427;H2020-EU.3.5.5.;Developing comprehensive and sustained global environmental observation and information systems;Environmental observation and information systems;en
664427;H2020-EU.3.5.5.;Entwicklung von Systemen für die umfassende und kontinuierliche globale Umweltüberwachung und von entsprechenden Informationssystemen;Environmental observation and information systems;de
664427;H2020-EU.3.5.5.;Desarrollo de sistemas completos y duraderos de observación e información sobre el medio ambiente mundial;Environmental observation and information systems;es
664427;H2020-EU.3.5.5.;Développer des systèmes complets et soutenus d'observation et d'information à l'échelle mondiale en matière d'environnement;Environmental observation and information systems;fr
664427;H2020-EU.3.5.5.;Sviluppare sistemi globali e continuativi di informazione e osservazione ambientali a livello mondiale;Environmental observation and information systems;it
664427;H2020-EU.3.5.5.;Rozwój kompleksowych i trwałych globalnych systemów obserwacji i informacji środowiskowej;Environmental observation and information systems;pl
664429;H2020-EU.3.5.6.;Cultural heritage;Cultural heritage;en
664429;H2020-EU.3.5.6.;Kulturerbe;Cultural heritage;de
664429;H2020-EU.3.5.6.;Patrimonio cultural;Cultural heritage;es
664429;H2020-EU.3.5.6.;Patrimoine culturel;Cultural heritage;fr
664429;H2020-EU.3.5.6.;Patrimonio culturale;Cultural heritage;it
664429;H2020-EU.3.5.6.;Dziedzictwo kulturowe;Cultural heritage;pl
664431;H2020-EU.3.5.6.1.;Identifying resilience levels via observations, monitoring and modelling;;en
664433;H2020-EU.3.5.6.2.;Providing for a better understanding on how communities perceive and respond to climate change and seismic and volcanic hazards;;en
664435;H2020-EU.3.6.;SOCIETAL CHALLENGES - Europe In A Changing World - Inclusive, Innovative And Reflective Societies;Inclusive, innovative and reflective societies;en
664435;H2020-EU.3.6.;GESELLSCHAFTLICHE HERAUSFORDERUNGEN - Europa in einer sich verändernden Welt: integrative, innovative und reflektierende Gesellschaften;Inclusive, innovative and reflective societies;de
664435;H2020-EU.3.6.;RETOS DE LA SOCIEDAD - Europa en un mundo cambiante - sociedades inclusivas, innovadoras y reflexivas;Inclusive, innovative and reflective societies;es
664435;H2020-EU.3.6.;DÉFIS DE SOCIÉTÉ - L'Europe dans un monde en évolution - des sociétés ouvertes à tous, innovantes et capables de réflexion;Inclusive, innovative and reflective societies;fr
664435;H2020-EU.3.6.;SFIDE PER LA SOCIETÀ - L'Europa in un mondo che cambia - società inclusive, innovative e riflessive;Inclusive, innovative and reflective societies;it
664435;H2020-EU.3.6.;WYZWANIA SPOŁECZNE - Europa w zmieniającym się świecie – integracyjne, innowacyjne i refleksyjne społeczeństwa;Inclusive, innovative and reflective societies;pl
664437;H2020-EU.3.6.1.;Inclusive societies;Inclusive societies;en
664437;H2020-EU.3.6.1.;Integrative Gesellschaften;Inclusive societies;de
664437;H2020-EU.3.6.1.;Sociedades inclusivas;Inclusive societies;es
664437;H2020-EU.3.6.1.;Des sociétés ouvertes à tous;Inclusive societies;fr
664437;H2020-EU.3.6.1.;Società inclusive;Inclusive societies;it
664437;H2020-EU.3.6.1.;Społeczeństwa integracyjne;Inclusive societies;pl
664439;H2020-EU.3.6.1.1.;The mechanisms to promote smart, sustainable and inclusive growth;;en
664441;H2020-EU.3.6.1.2.;Trusted organisations, practices, services and policies that are necessary to build resilient, inclusive, participatory, open and creative societies in Europe, in particular taking into account migration, integration and demographic change;;en
664443;H2020-EU.3.6.1.3.;Europe's role as a global actor, notably regarding human rights and global justice;;en
664445;H2020-EU.3.6.1.4.;The promotion of sustainable and inclusive environments through innovative spatial and urban planning and design;;en
664447;H2020-EU.3.6.2.;Innovative societies;Innovative societies;en
664447;H2020-EU.3.6.2.;Innovative Gesellschaften;Innovative societies;de
664447;H2020-EU.3.6.2.;Sociedades innovadoras;Innovative societies;es
664447;H2020-EU.3.6.2.;Des sociétés novatrices;Innovative societies;fr
664447;H2020-EU.3.6.2.;Società innovative;Innovative societies;it
664447;H2020-EU.3.6.2.;Società innovative;Innovative societies;it
664447;H2020-EU.3.6.2.;Innowacyjne społeczeństwa;Innovative societies;pl
664449;H2020-EU.3.6.2.2.;Explore new forms of innovation, with special emphasis on social innovation and creativity and understanding how all forms of innovation are developed, succeed or fail;;en
664451;H2020-EU.3.6.2.3.;Make use of the innovative, creative and productive potential of all generations;;en
664453;H2020-EU.3.6.2.4.;Promote coherent and effective cooperation with third countries;;en
664455;H2020-EU.3.6.3.;Reflective societies - cultural heritage and European identity;Reflective societies;en
664455;H2020-EU.3.6.3.;Reflektierende Gesellschaften – Kulturerbe und europäische Identität;Reflective societies;de
664455;H2020-EU.3.6.3.;Sociedades reflexivas - patrimonio cultural e identidad europea;Reflective societies;es
664455;H2020-EU.3.6.3.;Des sociétés de réflexion - patrimoine culturel et identité européenne;Reflective societies;fr
664455;H2020-EU.3.6.3.;Società riflessive - patrimonio culturale e identità europea;Reflective societies;it
664455;H2020-EU.3.6.3.;Refleksyjne społeczeństwa – dziedzictwo kulturowe i tożsamość europejska;Reflective societies;pl
664457;H2020-EU.3.6.3.1.;Study European heritage, memory, identity, integration and cultural interaction and translation, including its representations in cultural and scientific collections, archives and museums, to better inform and understand the present by richer interpretat...;;en
664459;H2020-EU.3.6.3.2.;Research into European countries' and regions' history, literature, art, philosophy and religions and how these have informed contemporary European diversity;;en
664461;H2020-EU.3.6.3.3.;Research on Europe's role in the world, on the mutual influence and ties between the world regions, and a view from outside on European cultures;;en
664463;H2020-EU.3.7.;Secure societies - Protecting freedom and security of Europe and its citizens;Secure societies;en
664463;H2020-EU.3.7.;GESELLSCHAFTLICHE HERAUSFORDERUNGEN - Sichere Gesellschaften – Schutz der Freiheit und Sicherheit Europas und seiner Bürger;Secure societies;de
664463;H2020-EU.3.7.;RETOS DE LA SOCIEDAD - Sociedades seguras – proteger la libertad y la seguridad de Europa y sus ciudadanos;Secure societies;es
664463;H2020-EU.3.7.;DÉFIS DE SOCIÉTÉ - Sociétés sûres - Protéger la liberté et la sécurité de l'Europe et de ses citoyens;Secure societies;fr
664463;H2020-EU.3.7.;SFIDE PER LA SOCIETÀ - Società sicure - proteggere la libertà e la sicurezza dell'Europa e dei suoi cittadini;Secure societies;it
664463;H2020-EU.3.7.;WYZWANIA SPOŁECZNE - Bezpieczne społeczeństwa – ochrona wolności i bezpieczeństwa Europy i jej obywateli;Secure societies;pl
664465;H2020-EU.3.7.1.;Fight crime, illegal trafficking and terrorism, including understanding and tackling terrorist ideas and beliefs;;en
664467;H2020-EU.3.7.2.;Protect and improve the resilience of critical infrastructures, supply chains and tranport modes;;en
664469;H2020-EU.3.7.3.;Strengthen security through border management;;en
664471;H2020-EU.3.7.4.;Improve cyber security;;en
664473;H2020-EU.3.7.5.;Increase Europe's resilience to crises and disasters;;en
664475;H2020-EU.3.7.6.;Ensure privacy and freedom, including in the Internet and enhance the societal, legal and ethical understanding of all areas of security, risk and management;;en
664477;H2020-EU.3.7.7.;Enhance stadardisation and interoperability of systems, including for emergency purposes;;en
664479;H2020-EU.3.7.8.;Support the Union's external security policies including through conflict prevention and peace-building;;en
664481;H2020-EU.4.;SPREADING EXCELLENCE AND WIDENING PARTICIPATION;Spreading excellence and widening participation;en
664481;H2020-EU.4.;VERBREITUNG VON EXZELLENZ UND AUSWEITUNG DER BETEILIGUNG;Spreading excellence and widening participation;de
664481;H2020-EU.4.;DIFUNDIR LA EXCELENCIA Y AMPLIAR LA PARTICIPACIÓN;Spreading excellence and widening participation;es
664481;H2020-EU.4.;PROPAGER L'EXCELLENCE ET ÉLARGIR LA PARTICIPATION;Spreading excellence and widening participation;fr
664481;H2020-EU.4.;DIFFONDERE L'ECCELLENZA E AMPLIARE LA PARTECIPAZIONE;Spreading excellence and widening participation;it
664481;H2020-EU.4.;UPOWSZECHNIANIE DOSKONAŁOŚCI I ZAPEWNIANIE SZERSZEGO UCZESTNICTWA;Spreading excellence and widening participation;pl
664483;H2020-EU.4.a.;Teaming of excellent research institutions and low performing RDI regions;Teaming of research institutions and low performing regions;en
664483;H2020-EU.4.a.;Zusammenführung von exzellenten Forschungseinrichtungen und hinsichtlich Forschung, Entwicklung und Innovation leistungsschwachen Regionen;Teaming of research institutions and low performing regions;de
664483;H2020-EU.4.a.;Creación de nuevos centros de excelencia;Teaming of research institutions and low performing regions;es
664483;H2020-EU.4.a.;Faire travailler ensemble des institutions de recherche d'excellence et des régions peu performantes en matière de recherche, de développement et d'innovation;Teaming of research institutions and low performing regions;fr
664483;H2020-EU.4.a.;Raggruppamento di istituti di ricerca di eccellenza e regioni con prestazioni meno soddisfacenti dal punto di vista dell'RSI;Teaming of research institutions and low performing regions;it
664483;H2020-EU.4.a.;łączeniu w zespoły najlepszych instytucji badawczych (ang. teaming) oraz przedstawicieli regionów osiągających słabe wyniki w zakresie badań, rozwoju i innowacji,;Teaming of research institutions and low performing regions;pl
664485;H2020-EU.4.b.;Twinning of research institutions;Twinning of research institutions;en
664485;H2020-EU.4.b.;Partnerschaften zwischen Forschungseinrichtungen;Twinning of research institutions;de
664485;H2020-EU.4.b.;El hermanamiento de centros de investigación;Twinning of research institutions;es
664485;H2020-EU.4.b.;Jumeler des institutions de recherche;Twinning of research institutions;fr
664485;H2020-EU.4.b.;Gemellaggi di istituti di ricerca;Twinning of research institutions;it
664485;H2020-EU.4.b.;Tworzeniu partnerstw między instytucjami badawczymi (ang. twinning);tworzeniu partnerstw między instytucjami badawczymi (ang. twinning);pl
664487;H2020-EU.4.c.;Establishing ‚ERA Chairs’;ERA chairs;en
664487;H2020-EU.4.c.;Einrichtung von EFR-Lehrstühlen;ERA chairs;de
664487;H2020-EU.4.c.;"Establecimiento de ""cátedras del EEI""";ERA chairs;es
664487;H2020-EU.4.c.;Instaurer des «chaires EER»;ERA chairs;fr
664487;H2020-EU.4.c.;"Istituzione di cattedre ""SER""";ERA chairs;it
664487;H2020-EU.4.c.;Ustanowieniu „katedr EPB” (ang. „ERA chairs”);ERA chairs;pl
664489;H2020-EU.4.d.;A Policy Support Facility;Policy Support Facility (PSF);en
664489;H2020-EU.4.d.;Eine Fazilität für Politikunterstützung;Policy Support Facility (PSF);de
664489;H2020-EU.4.d.;Creación de un mecanismo de apoyo a las políticas;Policy Support Facility (PSF);es
664489;H2020-EU.4.d.;Mettre en place un mécanisme de soutien aux politiques;Policy Support Facility (PSF);fr
664489;H2020-EU.4.d.;Un meccanismo di sostegno delle politiche;Policy Support Facility (PSF);it
664489;H2020-EU.4.d.;Wprowadzeniu narzędzia wspierania polityki;Policy Support Facility (PSF);pl
664491;H2020-EU.4.e.;Supporting access to international networks for excellent researchers and innovators who lack sufficient involvement in European and international networks;;en
664493;H2020-EU.4.f.;Strengthening the administrative and operational capacity of transnational networks of National Contact Points;;en
664495;H2020-EU.5.;SCIENCE WITH AND FOR SOCIETY;Science with and for Society;en
664495;H2020-EU.5.;WISSENSCHAFT MIT DER UND FÜR DIE GESELLSCHAFT;Science with and for Society;de
664495;H2020-EU.5.;CIENCIA CON Y PARA LA SOCIEDAD;Science with and for Society;es
664495;H2020-EU.5.;LA SCIENCE AVEC ET POUR LA SOCIÉTÉ;Science with and for Society;fr
664495;H2020-EU.5.;SCIENZA CON E PER LA SOCIETÀ;Science with and for Society;it
664495;H2020-EU.5.;NAUKA Z UDZIAŁEM SPOŁECZEŃSTWA I DLA SPOŁECZEŃSTWA;Science with and for Society;pl
664497;H2020-EU.5.a.;Make scientific and technological careers attractive to young students, and forster sustainable interaction between schools, research institutions, industry and civil society organisations;;en
664499;H2020-EU.5.b.;Promote gender equality in particular by supporting structural change in the organisation of research institutions and in the content and design of research activities;;en
664501;H2020-EU.5.c.;Integrate society in science and innovation issues, policies and activities in order to integrate citizens' interests and values and to increase the quality, relevance, social acceptability and sustainability of research and innovation outcomes in variou...;;en
664503;H2020-EU.5.e.;Develop the accessibility and the use of the results of publicly-funded research;;en
664505;H2020-EU.5.f.;Develop the governance for the advancement of responsible research and innovation by all stakeholders, which is sensitive to society needs and demands and promote an ethics framework for research and innovation;;en
664507;H2020-EU.5.g.;Take due and proportional precautions in research and innovation activities by anticipating and assessing potential environmental, health and safety impacts;;en
664509;H2020-EU.5.h.;Improving knowledge on science communication in order to improve the quality and effectiveness of interactions between scientists, general media and the public;;en
664511;H2020-EU.6.;NON-NUCLEAR DIRECT ACTIONS OF THE JOINT RESEARCH CENTRE (JRC);Joint Research Centre (JRC) non-nuclear direct actions;en
664511;H2020-EU.6.;DIREKTE MASSNAHMEN DER GEMEINSAMEN FORSCHUNGSSTELLE (GFS) AUSSERHALB DES NUKLEARBEREICHS;Joint Research Centre (JRC) non-nuclear direct actions;de
664511;H2020-EU.6.;ACCIONES DIRECTAS NO NUCLEARES DEL CENTRO COMÚN DE INVESTIGACIÓN (CCI);Joint Research Centre (JRC) non-nuclear direct actions;es
664511;H2020-EU.6.;LES ACTIONS DIRECTES NON NUCLÉAIRES DU CENTRE COMMUN DE RECHERCHE (JRC);Joint Research Centre (JRC) non-nuclear direct actions;fr
664511;H2020-EU.6.;AZIONI DIRETTE NON NUCLEARI DEL CENTRO COMUNE DI RICERCA (CCR);Joint Research Centre (JRC) non-nuclear direct actions;it
664511;H2020-EU.6.;DZIAŁANIA BEZPOŚREDNIE WSPÓLNEGO CENTRUM BADAWCZEGO (JRC) NIENALEŻĄCE DO OBSZARU BADAŃ JĄDROWYCH;Joint Research Centre (JRC) non-nuclear direct actions;pl
664513;H2020-EU.7.;THE EUROPEAN INSTITUTE OF INNOVATION AND TECHNOLOGY (EIT);European Institute of Innovation and Technology (EIT);en
664513;H2020-EU.7.;DAS EUROPÄISCHE INNOVATIONS- UND TECHNOLOGIEINSTITUT (EIT);European Institute of Innovation and Technology (EIT);de
664513;H2020-EU.7.;INSTITUTO EUROPEO DE INNOVACIÓN Y TECNOLOGÍA (EIT);European Institute of Innovation and Technology (EIT);es
664513;H2020-EU.7.;INSTITUT EUROPÉEN D'INNOVATION ET DE TECHNOLOGIE (EIT);European Institute of Innovation and Technology (EIT);fr
664513;H2020-EU.7.;L'ISTITUTO EUROPEO DI INNOVAZIONE E TECNOLOGIA (EIT);European Institute of Innovation and Technology (EIT);it
664513;H2020-EU.7.;EUROPEJSKI INSTYTUT INNOWACJI I TECHNOLOGII (EIT);European Institute of Innovation and Technology (EIT);pl
664515;H2020-Euratom;Euratom;;en
664517;H2020-Euratom-1.;Indirect actions;;en
664519;H2020-Euratom-1.1.;Support safe operation of nuclear systems;;en
664521;H2020-Euratom-1.2.;Contribute to the development of solutions for the management of ultimate nuclear waste;;en
664523;H2020-Euratom-1.3.;Support the development and sustainability of nuclear competences at Union level;;en
664525;H2020-Euratom-1.4.;Foster radiation protection;;en
664527;H2020-Euratom-1.5.;Move toward demonstration of feasibility of fusion as a power source by exploiting existing and future fusion facilities;;en
664529;H2020-Euratom-1.6.;Lay the foundations for future fusion power plants by developing materials, technologies and conceptual design;;en
664531;H2020-Euratom-1.7.;Promote innovation and industry competitiveness;;en
664533;H2020-Euratom-1.8.;Ensure availability and use of research infrastructures of pan_european relevance;;en
664535;H2020-Euratom-1.9.;European Fusion Development Agreement;;en
664539;H2020-EU.2.1.6.1.1.;Safeguard and further develop a competitive, sustainable and entrepreneurial space industry and research community and strengthen European non-dependence in space systems;;en
664541;H2020-EU.2.1.6.1.2.;Boost innovation between space and non-space sectors;;en
664543;H2020-EU.5.d.;Encourage citizens to engage in science through formal and informal science education, and promote the diffusion of science-based activities, namely in science centres and through other appropriate channels;;en
665315;H2020-EU.3.2.6.;Bio-based Industries Joint Technology Initiative (BBI-JTI);;en
665317;H2020-EU.3.2.6.1.;Sustainable and competitive bio-based industries and supporting the development of a European bio-economy;;en
665319;H2020-EU.3.2.6.2.;Fostering the bio-economy for bio-based industrie;;en
665321;H2020-EU.3.2.6.3.;Sustainable biorefineries;;en
665325;H2020-EU.2.1.1.7.;ECSEL;;en
665327;H2020-EU.2.1.1.7.1.;Design technologies, process and integration, equipment, materials and manufacturing for micro- and nanoelectronics while targeting miniaturisation, diversification and differentiation, heterogeneous integration;;en
665329;H2020-EU.2.1.1.7.2.;Processes, methods, tools and platforms, reference designs and architectures, for software and/or control-intensive embedded/cyber-physical systems, addressing seamless connectivity and interoperability, functional safety, high availability, and security...;;en
665331;H2020-EU.2.1.1.7.3.;Multi-disciplinary approaches for smart systems, supported by developments in holistic design and advanced manufacturing to realise self-reliant and adaptable smart systems having sophisticated interfaces and offering complex functionalities based on, fo...;;en
665333;H2020-EU.3.3.8.;FCH2 (energy objectives);;en
665335;H2020-EU.3.3.8.1.;Increase the electrical efficiency and the durability of the different fuel cells used for power production to levels which can compete with conventional technologies, while reducing costs;;en
665337;H2020-EU.3.3.8.2.;Increase the energy efficiency of production of hydrogen mainly from water electrolysis and renewable sources while reducing operating and capital costs, so that the combined system of the hydrogen production and the conversion using the fuel cell system...;;en
665339;H2020-EU.3.3.8.3.;Demonstrate on a large scale the feasibility of using hydrogen to support integration of renewable energy sources into the energy systems, including through its use as a competitive energy storage medium for electricity produced from renewable energy sou...;;en
665341;H2020-EU.3.4.6.;FCH2 (transport objectives);;en
665343;H2020-EU.3.4.6.1.;Reduce the production cost of fuel cell systems to be used in transport applications, while increasing their lifetime to levels which can compete with conventional technologies;;en
665345;H2020-EU.3.5.7.;FCH2 (raw materials objective);;en
665347;H2020-EU.3.5.7.1.;"Reduce the use of the EU defined ""Critical raw materials"", for instance through low platinum or platinum free resources and through recycling or reducing or avoiding the use of rare earth elements";;en
665349;H2020-EU.3.1.7.;Innovative Medicines Initiative 2 (IMI2);;en
665351;H2020-EU.3.1.7.1.;Antimicrobial resistance;;en
665353;H2020-EU.3.1.7.2.;Osteoarthritis;;en
665355;H2020-EU.3.1.7.3.;Cardiovascular diseases;;en
665357;H2020-EU.3.1.7.4.;Diabetes;;en
665359;H2020-EU.3.1.7.5.;Neurodegenerative diseases;;en
665361;H2020-EU.3.1.7.6.;Psychiatric diseases;;en
665363;H2020-EU.3.1.7.7.;Respiratory diseases;;en
665365;H2020-EU.3.1.7.8.;Immune-mediated diseases;;en
665367;H2020-EU.3.1.7.9.;Ageing-associated diseases;;en
665369;H2020-EU.3.1.7.10.;Cancer;;en
665371;H2020-EU.3.1.7.11.;Rare/Orphan Diseases;;en
665373;H2020-EU.3.1.7.12.;Vaccine;;en
665375;H2020-EU.3.1.7.13.;Other;;en
665402;H2020-EU.3.4.5;CLEANSKY2;;en
665404;H2020-EU.3.4.5.1.;IADP Large Passenger Aircraft;;en
665406;H2020-EU.3.4.5.2.;IADP Regional Aircraft;;en
665408;H2020-EU.3.4.5.3.;IADP Fast Rotorcraft;;en
665410;H2020-EU.3.4.5.4.;ITD Airframe;;en
665412;H2020-EU.3.4.5.5.;ITD Engines;;en
665414;H2020-EU.3.4.5.6.;ITD Systems;;en
665416;H2020-EU.3.4.5.7.;Small Air Transport (SAT) Transverse Area;;en
665418;H2020-EU.3.4.5.8.;ECO Transverse  Area;;en
665420;H2020-EU.3.4.5.9.;Technology Evaluator;;en
669176;H2020-EU.3.4.7.1;Exploratory Research;;en
680827;H2020-EU.3.4.7.;SESAR JU;;en
